"","Variable","Coefficient","Protein"
"43165","cg12925904",0.00244899922708691,"Flt3L_FOM1"
"43166","cg12955789",-5.57830087157224e-06,"Flt3L_FOM1"
"43167","cg13005202",0.00199559324183051,"Flt3L_FOM1"
"43168","cg13016797",-0.00155589937617749,"Flt3L_FOM1"
"43169","cg13039251",0.000486103438653488,"Flt3L_FOM1"
"43170","cg13283199",0.00510345948308403,"Flt3L_FOM1"
"43171","cg13305415",-0.00251041125483994,"Flt3L_FOM1"
"43172","cg13306087",-0.00131338844896762,"Flt3L_FOM1"
"43173","cg13312174",-0.0012357257064051,"Flt3L_FOM1"
"43174","cg13336665",-0.000297224991960035,"Flt3L_FOM1"
"43175","cg13340126",0.00132474211389284,"Flt3L_FOM1"
"43176","cg13348475",4.7606858626213e-05,"Flt3L_FOM1"
"43177","cg13355253",-0.00121394204201723,"Flt3L_FOM1"
"43178","cg13382700",-1.34912349503144e-05,"Flt3L_FOM1"
"43179","cg13386926",-0.000404036820530018,"Flt3L_FOM1"
"43180","cg13393711",0.000327661130184268,"Flt3L_FOM1"
"43181","cg13403503",-4.18762522746033e-05,"Flt3L_FOM1"
"43182","cg13412545",-0.00249349041112258,"Flt3L_FOM1"
"43183","cg13589588",-0.00182304363120318,"Flt3L_FOM1"
"43184","cg13591052",-0.00249627771508185,"Flt3L_FOM1"
"43185","cg13612055",0.000500880255743374,"Flt3L_FOM1"
"43186","cg13651693",0.000233689318342237,"Flt3L_FOM1"
"43187","cg13653328",-0.0065875671122756,"Flt3L_FOM1"
"43188","cg13708995",-0.000591438690464556,"Flt3L_FOM1"
"43189","cg13842648",-1.8151030728352e-05,"Flt3L_FOM1"
"43190","cg13905298",0.00842816970108856,"Flt3L_FOM1"
"43191","cg13924604",0.00133719373630585,"Flt3L_FOM1"
"43192","cg13944838",0.00322722109194699,"Flt3L_FOM1"
"43193","cg13951490",0.000237292505002824,"Flt3L_FOM1"
"43194","cg13967697",0.000395181208146758,"Flt3L_FOM1"
"43195","cg13967811",0.000344233169986779,"Flt3L_FOM1"
"43196","cg13972557",0.00636909004519531,"Flt3L_FOM1"
"43197","cg13992911",-0.000264318809751161,"Flt3L_FOM1"
"43198","cg14053225",0.0014195472365535,"Flt3L_FOM1"
"43199","cg14061270",0.00691145589157133,"Flt3L_FOM1"
"43200","cg14086364",0.00148199758770832,"Flt3L_FOM1"
"43201","cg14115182",-5.72578787831749e-05,"Flt3L_FOM1"
"43202","cg14129473",-0.00237799654892362,"Flt3L_FOM1"
"43203","cg14132888",3.53246482328751e-05,"Flt3L_FOM1"
"43204","cg14167415",0.00276064124384567,"Flt3L_FOM1"
"43205","cg14457074",0.000670423728329421,"Flt3L_FOM1"
"43206","cg14458068",0.000104658551638746,"Flt3L_FOM1"
"43207","cg14483259",-0.00218712429809307,"Flt3L_FOM1"
"43208","cg14496414",-0.00306404486301779,"Flt3L_FOM1"
"43209","cg14519032",-0.000953757388393823,"Flt3L_FOM1"
"43210","cg14557699",0.00134674793966666,"Flt3L_FOM1"
"43211","cg14570210",0.000737166710041012,"Flt3L_FOM1"
"43212","cg14596589",0.000309870574094266,"Flt3L_FOM1"
"43213","cg14619949",0.00166114441882345,"Flt3L_FOM1"
"43214","cg14641625",0.00115967427656534,"Flt3L_FOM1"
"43215","cg14681511",-0.00083277729396889,"Flt3L_FOM1"
"43216","cg14707006",0.00113691447261089,"Flt3L_FOM1"
"43217","cg14708411",0.000218470452339161,"Flt3L_FOM1"
"43218","cg14769754",0.000820910384790737,"Flt3L_FOM1"
"43219","cg14773178",0.00497480797867043,"Flt3L_FOM1"
"43220","cg14778922",-9.8251301415475e-05,"Flt3L_FOM1"
"43221","cg14800603",-7.78813613813031e-05,"Flt3L_FOM1"
"43222","cg14843632",-0.00183177136192341,"Flt3L_FOM1"
"43223","cg14877718",-0.00158281863536098,"Flt3L_FOM1"
"43224","cg14954582",-0.000901872490687541,"Flt3L_FOM1"
"43225","cg14962049",-0.000353656049616858,"Flt3L_FOM1"
"43226","cg15006101",-0.000674057332516051,"Flt3L_FOM1"
"43227","cg15020206",0.000969542581296806,"Flt3L_FOM1"
"43228","cg15120855",-0.00490393548098221,"Flt3L_FOM1"
"43229","cg15126021",-0.00106502154234818,"Flt3L_FOM1"
"43230","cg15179011",-0.000136658922107116,"Flt3L_FOM1"
"43231","cg15197065",0.00341706500487781,"Flt3L_FOM1"
"43232","cg15206834",5.26330099884203e-05,"Flt3L_FOM1"
"43233","cg15226348",-0.00051272989451274,"Flt3L_FOM1"
"43234","cg15382620",0.000275518557008458,"Flt3L_FOM1"
"43235","cg15389068",0.00018477276023048,"Flt3L_FOM1"
"43236","cg15402732",-0.00283312227937212,"Flt3L_FOM1"
"43237","cg15404971",-6.48668981197921e-05,"Flt3L_FOM1"
"43238","cg15421137",0.00371142442915958,"Flt3L_FOM1"
"43239","cg15421962",-0.000114372785096052,"Flt3L_FOM1"
"43240","cg15489294",0.000208097422175101,"Flt3L_FOM1"
"43241","cg15595755",0.0077047814062688,"Flt3L_FOM1"
"43242","cg15618908",-9.20983977523048e-05,"Flt3L_FOM1"
"43243","cg15630459",0.00179289898690263,"Flt3L_FOM1"
"43244","cg15632936",-0.00170112717726985,"Flt3L_FOM1"
"43245","cg15663823",0.000131189864869432,"Flt3L_FOM1"
"43246","cg15668967",0.0025380755900345,"Flt3L_FOM1"
"43247","cg15671317",0.0034457385686232,"Flt3L_FOM1"
"43248","cg15672022",-0.0045410098165854,"Flt3L_FOM1"
"43249","cg15676677",-9.36611107392409e-05,"Flt3L_FOM1"
"43250","cg15813594",-0.000476855223746403,"Flt3L_FOM1"
"43251","cg15911114",9.07796338087245e-05,"Flt3L_FOM1"
"43252","cg15919833",0.00148045449229068,"Flt3L_FOM1"
"43253","cg15929797",0.000200919713551453,"Flt3L_FOM1"
"43254","cg15999077",-0.00085764726432896,"Flt3L_FOM1"
"43255","cg16052920",-0.000106931063280433,"Flt3L_FOM1"
"43256","cg16065050",-0.00169030270259462,"Flt3L_FOM1"
"43257","cg16081854",0.00830060876341008,"Flt3L_FOM1"
"43258","cg16138787",0.000686080527600675,"Flt3L_FOM1"
"43259","cg16163535",0.00203296799358687,"Flt3L_FOM1"
"43260","cg16168424",0.000197610586627149,"Flt3L_FOM1"
"43261","cg16199460",-0.000777639739791232,"Flt3L_FOM1"
"43262","cg16217510",-0.000915999116538472,"Flt3L_FOM1"
"43263","cg16259229",0.000358755082534422,"Flt3L_FOM1"
"43264","cg16349093",-0.00140385169647404,"Flt3L_FOM1"
"43265","cg16368670",-0.00171363373482981,"Flt3L_FOM1"
"43266","cg16375820",0.000109345716018222,"Flt3L_FOM1"
"43267","cg16380885",0.00111587231853325,"Flt3L_FOM1"
"43268","cg16419906",9.43335390217899e-06,"Flt3L_FOM1"
"43269","cg16429735",0.000808244356545258,"Flt3L_FOM1"
"43270","cg16449636",-0.00100543618926802,"Flt3L_FOM1"
"43271","cg16462183",0.00231386286067878,"Flt3L_FOM1"
"43272","cg16492211",-0.00038554955096306,"Flt3L_FOM1"
"43273","cg16492584",0.000235119587674346,"Flt3L_FOM1"
"43274","cg16510485",-0.000215097341143158,"Flt3L_FOM1"
"43275","cg16527418",-0.000676897654258666,"Flt3L_FOM1"
"43276","cg16541222",0.000201992087785752,"Flt3L_FOM1"
"43277","cg16545105",0.00121742797148904,"Flt3L_FOM1"
"43278","cg16556605",0.00155917295582303,"Flt3L_FOM1"
"43279","cg16583552",0.00109455348880649,"Flt3L_FOM1"
"43280","cg16607685",-0.00130742018229843,"Flt3L_FOM1"
"43281","cg16621364",0.000349149769015047,"Flt3L_FOM1"
"43282","cg16658255",-0.000792828336728948,"Flt3L_FOM1"
"43283","cg16703762",-0.000237026488263157,"Flt3L_FOM1"
"43284","cg16989587",0.000697007824833147,"Flt3L_FOM1"
"43285","cg17038235",0.00145378004985179,"Flt3L_FOM1"
"43286","cg17048660",-0.00089134568246248,"Flt3L_FOM1"
"43287","cg17203155",-0.00201335072579146,"Flt3L_FOM1"
"43288","cg17221856",0.00170988549803335,"Flt3L_FOM1"
"43289","cg17228898",0.000123518862421225,"Flt3L_FOM1"
"43290","cg17248924",0.00264902171689466,"Flt3L_FOM1"
"43291","cg17249224",-0.000505861413393033,"Flt3L_FOM1"
"43292","cg17329499",-0.0021598581001418,"Flt3L_FOM1"
"43293","cg17335387",0.00134681412452736,"Flt3L_FOM1"
"43294","cg17347178",0.00162706810744973,"Flt3L_FOM1"
"43295","cg17347682",-0.00165931017228607,"Flt3L_FOM1"
"43296","cg17351974",-2.41780496836919e-05,"Flt3L_FOM1"
"43297","cg17386240",0.00254857203627846,"Flt3L_FOM1"
"43298","cg17413084",8.78814608053741e-05,"Flt3L_FOM1"
"43299","cg17444747",-0.00116216879018671,"Flt3L_FOM1"
"43300","cg17495250",0.00500039705157689,"Flt3L_FOM1"
"43301","cg17503389",0.00260107868552628,"Flt3L_FOM1"
"43302","cg17598923",-0.000329956615797298,"Flt3L_FOM1"
"43303","cg17723143",0.00229971376297892,"Flt3L_FOM1"
"43304","cg17738861",0.000628188526062022,"Flt3L_FOM1"
"43305","cg17760878",-0.000359535054810108,"Flt3L_FOM1"
"43306","cg17814758",-4.40597227628228e-05,"Flt3L_FOM1"
"43307","cg17818912",-0.000206623744766818,"Flt3L_FOM1"
"43308","cg17924225",3.05491509609554e-05,"Flt3L_FOM1"
"43309","cg17924476",1.99797285495692e-05,"Flt3L_FOM1"
"43310","cg17943876",0.00126438574918795,"Flt3L_FOM1"
"43311","cg18013856",-0.000685785078665801,"Flt3L_FOM1"
"43312","cg18014186",-0.000518854475552326,"Flt3L_FOM1"
"43313","cg18022036",0.00069531287112831,"Flt3L_FOM1"
"43314","cg18029321",-0.000179772869883494,"Flt3L_FOM1"
"43315","cg18040788",-0.00085477221524016,"Flt3L_FOM1"
"43316","cg18065794",-0.00079305224999966,"Flt3L_FOM1"
"43317","cg18121164",0.000496983325439073,"Flt3L_FOM1"
"43318","cg18151617",0.000408847543448057,"Flt3L_FOM1"
"43319","cg18151703",-7.38019501480523e-05,"Flt3L_FOM1"
"43320","cg18228590",0.000418392490210526,"Flt3L_FOM1"
"43321","cg18245781",0.00148486255749411,"Flt3L_FOM1"
"43322","cg18302637",-0.00102459125269254,"Flt3L_FOM1"
"43323","cg18313902",-0.000906747160756535,"Flt3L_FOM1"
"43324","cg18334392",1.45305489285518e-05,"Flt3L_FOM1"
"43325","cg18358020",-0.00112338050455264,"Flt3L_FOM1"
"43326","cg18394648",-0.00141961142157863,"Flt3L_FOM1"
"43327","cg18428283",0.000644083623188934,"Flt3L_FOM1"
"43328","cg18540328",0.00459404249307843,"Flt3L_FOM1"
"43329","cg18601334",-0.000814857011321475,"Flt3L_FOM1"
"43330","cg18666982",-0.00078746509950547,"Flt3L_FOM1"
"43331","cg18668511",-0.00129433044328397,"Flt3L_FOM1"
"43332","cg18755984",-0.000566896599228655,"Flt3L_FOM1"
"43333","cg18796287",0.000760120917418389,"Flt3L_FOM1"
"43334","cg18797872",0.0044266409633234,"Flt3L_FOM1"
"43335","cg18803147",0.00608302182911238,"Flt3L_FOM1"
"43336","cg18816122",-0.00100778458040331,"Flt3L_FOM1"
"43337","cg18835078",0.00115204601160348,"Flt3L_FOM1"
"43338","cg18839637",0.000191208118917081,"Flt3L_FOM1"
"43339","cg18849725",0.000202786318589167,"Flt3L_FOM1"
"43340","cg18867970",-0.000894611349725426,"Flt3L_FOM1"
"43341","cg18899797",-0.00206538838018657,"Flt3L_FOM1"
"43342","cg19010166",-0.00102613349096876,"Flt3L_FOM1"
"43343","cg19032705",0.00114107802885447,"Flt3L_FOM1"
"43344","cg19084281",0.0010718330744386,"Flt3L_FOM1"
"43345","cg19459207",-2.14847760581627e-05,"Flt3L_FOM1"
"43346","cg19488804",-0.000134033192555547,"Flt3L_FOM1"
"43347","cg19526166",0.00196967200673875,"Flt3L_FOM1"
"43348","cg19650706",0.000730808538434282,"Flt3L_FOM1"
"43349","cg19683494",-0.00342057353998826,"Flt3L_FOM1"
"43350","cg19687193",0.0085518925566367,"Flt3L_FOM1"
"43351","cg19700660",-0.000519589266090363,"Flt3L_FOM1"
"43352","cg19767800",0.000212659204569056,"Flt3L_FOM1"
"43353","cg19770292",0.00205358133335347,"Flt3L_FOM1"
"43354","cg19781637",0.000444106547520774,"Flt3L_FOM1"
"43355","cg19928377",0.00300346518555835,"Flt3L_FOM1"
"43356","cg19933985",0.00302156908796719,"Flt3L_FOM1"
"43357","cg19990229",-0.00788166421630622,"Flt3L_FOM1"
"43358","cg20394609",-0.000568390619422901,"Flt3L_FOM1"
"43359","cg20421928",-0.00136890749314917,"Flt3L_FOM1"
"43360","cg20442191",-0.00258387049218258,"Flt3L_FOM1"
"43361","cg20536364",0.00238791418470921,"Flt3L_FOM1"
"43362","cg20540262",0.00107096684420613,"Flt3L_FOM1"
"43363","cg20730770",-0.00273676665580289,"Flt3L_FOM1"
"43364","cg20738735",-0.000584830968205281,"Flt3L_FOM1"
"43365","cg20773009",-0.000204235315282953,"Flt3L_FOM1"
"43366","cg20929922",-0.000777604699940934,"Flt3L_FOM1"
"43367","cg20977312",0.000278356528431446,"Flt3L_FOM1"
"43368","cg21050416",-0.000469854581926292,"Flt3L_FOM1"
"43369","cg21069608",0.000572585358944297,"Flt3L_FOM1"
"43370","cg21099332",-0.00194536415444413,"Flt3L_FOM1"
"43371","cg21105916",-0.00118215646427515,"Flt3L_FOM1"
"43372","cg21123417",0.000206682417842663,"Flt3L_FOM1"
"43373","cg21145140",0.00327703567432645,"Flt3L_FOM1"
"43374","cg21149357",-0.000216964337189737,"Flt3L_FOM1"
"43375","cg21162938",-0.000965628330139912,"Flt3L_FOM1"
"43376","cg21203984",0.0103869173947671,"Flt3L_FOM1"
"43377","cg21227060",-0.000164435645600933,"Flt3L_FOM1"
"43378","cg21478490",2.73025495355059e-05,"Flt3L_FOM1"
"43379","cg21548029",-0.00031076001905702,"Flt3L_FOM1"
"43380","cg21548955",7.92982111968136e-06,"Flt3L_FOM1"
"43381","cg21606036",0.00285398894103033,"Flt3L_FOM1"
"43382","cg21902325",-0.00242977267423468,"Flt3L_FOM1"
"43383","cg21929183",-0.00234308230839362,"Flt3L_FOM1"
"43384","cg21964928",0.000432523018705564,"Flt3L_FOM1"
"43385","cg22011370",-0.00205259923301096,"Flt3L_FOM1"
"43386","cg22048936",-0.000425170902681501,"Flt3L_FOM1"
"43387","cg22056094",0.00321719439089031,"Flt3L_FOM1"
"43388","cg22071943",0.00624479824278514,"Flt3L_FOM1"
"43389","cg22132026",0.000230307327263465,"Flt3L_FOM1"
"43390","cg22175873",0.00206460684940663,"Flt3L_FOM1"
"43391","cg22190023",0.000170745646995893,"Flt3L_FOM1"
"43392","cg22459739",0.00267602443239159,"Flt3L_FOM1"
"43393","cg22467473",-0.000381765237894335,"Flt3L_FOM1"
"43394","cg22505977",-0.000459181085255171,"Flt3L_FOM1"
"43395","cg22572362",0.00499791159478504,"Flt3L_FOM1"
"43396","cg22574202",-2.19417412655798e-05,"Flt3L_FOM1"
"43397","cg22581187",0.00150799834666874,"Flt3L_FOM1"
"43398","cg22635088",-0.00127684668636155,"Flt3L_FOM1"
"43399","cg22645421",-0.000374631716659633,"Flt3L_FOM1"
"43400","cg22646995",0.000483123442271931,"Flt3L_FOM1"
"43401","cg22673064",0.0011718524518947,"Flt3L_FOM1"
"43402","cg22689016",-0.00138502618037254,"Flt3L_FOM1"
"43403","cg22760338",-0.000902014917383578,"Flt3L_FOM1"
"43404","cg22765887",-0.00203152429881749,"Flt3L_FOM1"
"43405","cg22793067",0.000388169613658678,"Flt3L_FOM1"
"43406","cg22807585",0.00488269395260844,"Flt3L_FOM1"
"43407","cg22807681",0.00104286652430445,"Flt3L_FOM1"
"43408","cg22863700",-0.00642404567305456,"Flt3L_FOM1"
"43409","cg22879098",-0.000419554698431393,"Flt3L_FOM1"
"43410","cg22917366",-0.00671498417939944,"Flt3L_FOM1"
"43411","cg22929787",-0.000386299143247681,"Flt3L_FOM1"
"43412","cg22931151",0.00144491211927679,"Flt3L_FOM1"
"43413","cg22931822",-0.00215178230996947,"Flt3L_FOM1"
"43414","cg22978003",0.00134991278968927,"Flt3L_FOM1"
"43415","cg23019589",0.00356929202591126,"Flt3L_FOM1"
"43416","cg23064601",7.27927406837559e-05,"Flt3L_FOM1"
"43417","cg23080060",-0.00134592509412981,"Flt3L_FOM1"
"43418","cg23102195",-0.00642872568168433,"Flt3L_FOM1"
"43419","cg23146560",-0.00274837545790005,"Flt3L_FOM1"
"43420","cg23221052",0.00399127382544465,"Flt3L_FOM1"
"43421","cg23247945",-0.00497400324057301,"Flt3L_FOM1"
"43422","cg23251141",4.03385514070476e-05,"Flt3L_FOM1"
"43423","cg23266594",0.00141831077952498,"Flt3L_FOM1"
"43424","cg23275644",0.000665861972893506,"Flt3L_FOM1"
"43425","cg23279355",0.00804377231103227,"Flt3L_FOM1"
"43426","cg23364541",-0.00103906495792655,"Flt3L_FOM1"
"43427","cg23374814",-0.000498068223787736,"Flt3L_FOM1"
"43428","cg23476877",0.0037191718573434,"Flt3L_FOM1"
"43429","cg23488198",0.000857277902879174,"Flt3L_FOM1"
"43430","cg23490829",0.00167309046865108,"Flt3L_FOM1"
"43431","cg23516854",0.000203117766977749,"Flt3L_FOM1"
"43432","cg23517115",0.000453787999407036,"Flt3L_FOM1"
"43433","cg23522872",0.00314521588330151,"Flt3L_FOM1"
"43434","cg23576855",-0.00242305861458382,"Flt3L_FOM1"
"43435","cg23596123",0.00012210305959487,"Flt3L_FOM1"
"43436","cg23974473",0.00195690898206178,"Flt3L_FOM1"
"43437","cg23983453",-0.00127692974755098,"Flt3L_FOM1"
"43438","cg24009806",-0.000232713508404183,"Flt3L_FOM1"
"43439","cg24082121",-0.00263101498468592,"Flt3L_FOM1"
"43440","cg24549912",0.000561612355278529,"Flt3L_FOM1"
"43441","cg24569257",0.00550249188133521,"Flt3L_FOM1"
"43442","cg24655777",7.1045234355911e-05,"Flt3L_FOM1"
"43443","cg24674504",0.000385355231332814,"Flt3L_FOM1"
"43444","cg24676664",-0.000971354600797825,"Flt3L_FOM1"
"43445","cg24797508",-0.00151463811408068,"Flt3L_FOM1"
"43446","cg24816114",-4.99831612206054e-05,"Flt3L_FOM1"
"43447","cg24853975",-0.00119153957918815,"Flt3L_FOM1"
"43448","cg24861747",0.00263319574354058,"Flt3L_FOM1"
"43449","cg24883742",-0.00135017656094011,"Flt3L_FOM1"
"43450","cg24929696",0.00129890039358003,"Flt3L_FOM1"
"43451","cg24937747",4.16772686762732e-05,"Flt3L_FOM1"
"43452","cg24955955",0.00170003318320515,"Flt3L_FOM1"
"43453","cg24998754",0.00130143776929313,"Flt3L_FOM1"
"43454","cg25087499",-0.00422173826011543,"Flt3L_FOM1"
"43455","cg25110832",-0.000206054978261476,"Flt3L_FOM1"
"43456","cg25116430",0.00914583630241676,"Flt3L_FOM1"
"43457","cg25184502",0.00430351019293174,"Flt3L_FOM1"
"43458","cg25218470",-0.000312054586549202,"Flt3L_FOM1"
"43459","cg25222915",0.000882662244175047,"Flt3L_FOM1"
"43460","cg25225155",0.00499316704232185,"Flt3L_FOM1"
"43461","cg25259944",0.00267017529601073,"Flt3L_FOM1"
"43462","cg25315806",0.000722774757296128,"Flt3L_FOM1"
"43463","cg25366315",0.00306970143702997,"Flt3L_FOM1"
"43464","cg25387487",-0.00039936484462851,"Flt3L_FOM1"
"43465","cg25388061",-0.00213509401231958,"Flt3L_FOM1"
"43466","cg25547848",0.00158435337761984,"Flt3L_FOM1"
"43467","cg25564433",-0.000556725712672876,"Flt3L_FOM1"
"43468","cg25936482",-0.00187069369824004,"Flt3L_FOM1"
"43469","cg25994838",0.000270683942924981,"Flt3L_FOM1"
"43470","cg26007189",-0.00277068986094458,"Flt3L_FOM1"
"43471","cg26103104",-1.39826431425732e-06,"Flt3L_FOM1"
"43472","cg26108690",-0.00199548057504941,"Flt3L_FOM1"
"43473","cg26135573",3.33316568466981e-07,"Flt3L_FOM1"
"43474","cg26139975",-0.00174098340691772,"Flt3L_FOM1"
"43475","cg26144909",-0.00018425435792222,"Flt3L_FOM1"
"43476","cg26168224",-0.00256951735827703,"Flt3L_FOM1"
"43477","cg26181490",-0.000169513963805805,"Flt3L_FOM1"
"43478","cg26198644",0.00440759568494168,"Flt3L_FOM1"
"43479","cg26216724",-0.000402183697391378,"Flt3L_FOM1"
"43480","cg26219488",0.00314225322755121,"Flt3L_FOM1"
"43481","cg26353903",6.49376900352666e-05,"Flt3L_FOM1"
"43482","cg26389950",-0.0049047822123516,"Flt3L_FOM1"
"43483","cg26403843",-0.00200679201220779,"Flt3L_FOM1"
"43484","cg26432459",0.000358552869977986,"Flt3L_FOM1"
"43485","cg26437203",-0.00222593876763814,"Flt3L_FOM1"
"43486","cg26537272",5.74046620432638e-06,"Flt3L_FOM1"
"43487","cg26547816",0.00080091434997684,"Flt3L_FOM1"
"43488","cg26550214",-0.000754476325211071,"Flt3L_FOM1"
"43489","cg26584034",0.00249733854633972,"Flt3L_FOM1"
"43490","cg26607337",0.00063276145288084,"Flt3L_FOM1"
"43491","cg26622291",0.000254158331134663,"Flt3L_FOM1"
"43492","cg26650951",9.77881426205139e-05,"Flt3L_FOM1"
"43493","cg26654040",0.000579071563677079,"Flt3L_FOM1"
"43494","cg26668042",-0.000556883174821375,"Flt3L_FOM1"
"43495","cg26676468",-0.000467171317814177,"Flt3L_FOM1"
"43496","cg26690407",0.0086266356841255,"Flt3L_FOM1"
"43497","cg26694831",0.00221951123217526,"Flt3L_FOM1"
"43498","cg26724545",7.46491425905662e-05,"Flt3L_FOM1"
"43499","cg26775866",-5.41374041956444e-05,"Flt3L_FOM1"
"43500","cg26842080",5.33526436486193e-05,"Flt3L_FOM1"
"43501","cg26882525",0.00340762119141392,"Flt3L_FOM1"
"43502","cg26891370",0.000104775270297894,"Flt3L_FOM1"
"43503","cg26934362",-0.00100614058597047,"Flt3L_FOM1"
"43504","cg26958838",-0.00113742530773248,"Flt3L_FOM1"
"43505","cg27007937",-0.00239027494961163,"Flt3L_FOM1"
"43506","cg27207616",-0.000124389047658099,"Flt3L_FOM1"
"43507","cg27298526",0.00145505515739702,"Flt3L_FOM1"
"43508","cg27319536",-0.000806390283362695,"Flt3L_FOM1"
"43509","cg27331495",-0.00110918888480546,"Flt3L_FOM1"
"43510","cg27582059",0.000473203961440262,"Flt3L_FOM1"
"43511","cg27607283",0.000435394649526233,"Flt3L_FOM1"
"43512","cg27620052",-0.000199520331756164,"Flt3L_FOM1"
"43513","cg27629992",-0.000847117764638237,"Flt3L_FOM1"
"43514","ch.5.2164252F",-0.000223222175088245,"Flt3L_FOM1"
"43515","cg00004806",8.0710040333594e-05,"Flt3L_FOM1"
"43516","cg00035449",0.0031799770925118,"Flt3L_FOM1"
"43517","cg00066750",-0.000163045344677728,"Flt3L_FOM1"
"43518","cg00083206",-0.00448158522981681,"Flt3L_FOM1"
"43519","cg00084338",0.000883352451390919,"Flt3L_FOM1"
"43520","cg00122779",-0.015639510941902,"Flt3L_FOM1"
"43521","cg00156497",-0.0117331483671646,"Flt3L_FOM1"
"43522","cg00197266",-0.00267726954306665,"Flt3L_FOM1"
"43523","cg00205058",-0.000811020404668765,"Flt3L_FOM1"
"43524","cg00210210",-0.000635393118734358,"Flt3L_FOM1"
"43525","cg00222625",0.000336299620482923,"Flt3L_FOM1"
"43526","cg00238249",-0.00304767149897278,"Flt3L_FOM1"
"43527","cg00261900",9.20674503697338e-05,"Flt3L_FOM1"
"43528","cg00355447",0.000265089965485364,"Flt3L_FOM1"
"43529","cg00364457",-0.000169889245915342,"Flt3L_FOM1"
"43530","cg00366603",-0.00468637422683379,"Flt3L_FOM1"
"43531","cg00407329",-0.00195081829964308,"Flt3L_FOM1"
"43532","cg00460691",-4.62044773686465e-06,"Flt3L_FOM1"
"43533","cg00474500",-0.000991129371044626,"Flt3L_FOM1"
"43534","cg00507055",-0.00121506062166718,"Flt3L_FOM1"
"43535","cg00523604",-0.000547090489839085,"Flt3L_FOM1"
"43536","cg00540941",0.00392464498586737,"Flt3L_FOM1"
"43537","cg00631329",-0.000358628180924435,"Flt3L_FOM1"
"43538","cg00648423",0.000425421173001863,"Flt3L_FOM1"
"43539","cg00688756",0.000183101627910585,"Flt3L_FOM1"
"43540","cg00689685",-0.00318470366357398,"Flt3L_FOM1"
"43541","cg00755130",-0.00271570847238275,"Flt3L_FOM1"
"43542","cg00847453",-0.00126954872972822,"Flt3L_FOM1"
"43543","cg00929465",-0.00354868794181876,"Flt3L_FOM1"
"43544","cg00936007",-0.00133974139947603,"Flt3L_FOM1"
"43545","cg00963496",8.35672126477706e-05,"Flt3L_FOM1"
"43546","cg00982521",-0.00455809468434083,"Flt3L_FOM1"
"43547","cg00983705",0.000501281327134007,"Flt3L_FOM1"
"43548","cg00990380",9.19670941278959e-05,"Flt3L_FOM1"
"43549","cg01108872",-0.00132593261999903,"Flt3L_FOM1"
"43550","cg01113988",0.00121175638415781,"Flt3L_FOM1"
"43551","cg01119278",-0.00386639138422563,"Flt3L_FOM1"
"43552","cg01132696",-0.00367637855057305,"Flt3L_FOM1"
"43553","cg01134358",4.11941071588241e-06,"Flt3L_FOM1"
"43554","cg01145232",-0.00133931343535973,"Flt3L_FOM1"
"43555","cg01176329",0.0016590853250804,"Flt3L_FOM1"
"43556","cg01203766",0.00207976807797668,"Flt3L_FOM1"
"43557","cg01205011",-0.00179293792594611,"Flt3L_FOM1"
"43558","cg01278975",-0.00534979819236681,"Flt3L_FOM1"
"43559","cg01298000",0.000640552916024474,"Flt3L_FOM1"
"43560","cg01300914",-0.0014310305253376,"Flt3L_FOM1"
"43561","cg01356752",3.8776602983222e-05,"Flt3L_FOM1"
"43562","cg01359987",-0.000352976377116316,"Flt3L_FOM1"
"43563","cg01395541",0.00325374983317375,"Flt3L_FOM1"
"43564","cg01473249",-0.000708743551970478,"Flt3L_FOM1"
"43565","cg01479031",0.000799062340645795,"Flt3L_FOM1"
"43566","cg01493678",-0.00182158677783765,"Flt3L_FOM1"
"43567","cg01519225",0.00133284464753313,"Flt3L_FOM1"
"43568","cg01521131",-0.00234379213806153,"Flt3L_FOM1"
"43569","cg01538605",-0.000279989963614008,"Flt3L_FOM1"
"43570","cg01549940",-0.00048794383457547,"Flt3L_FOM1"
"43571","cg01563888",-0.00211305873088578,"Flt3L_FOM1"
"43572","cg01595397",-0.000182816977870467,"Flt3L_FOM1"
"43573","cg01607625",0.00257344403055738,"Flt3L_FOM1"
"43574","cg01611372",-0.000389834357585239,"Flt3L_FOM1"
"43575","cg01652244",-0.00132862726396194,"Flt3L_FOM1"
"43576","cg01655658",0.00159799572786173,"Flt3L_FOM1"
"43577","cg01661247",-0.00101635925328915,"Flt3L_FOM1"
"43578","cg01702055",-0.00117886043623769,"Flt3L_FOM1"
"43579","cg01836455",0.00273821926806633,"Flt3L_FOM1"
"43580","cg01840333",0.00175982057072125,"Flt3L_FOM1"
"43581","cg01849401",-0.000987186464981958,"Flt3L_FOM1"
"43582","cg01877936",0.000651338200298377,"Flt3L_FOM1"
"43583","cg01905633",-0.000480530878727329,"Flt3L_FOM1"
"43584","cg01907837",-0.000191948642716792,"Flt3L_FOM1"
"43585","cg01916632",0.000390386719101255,"Flt3L_FOM1"
"43586","cg01926238",-0.000274028115706074,"Flt3L_FOM1"
"43587","cg01928820",-0.000633655791516428,"Flt3L_FOM1"
"43588","cg01982166",0.00260919651799696,"Flt3L_FOM1"
"43589","cg02014853",0.000345095045015268,"Flt3L_FOM1"
"43590","cg02027561",-0.00190494626169841,"Flt3L_FOM1"
"43591","cg02042585",0.000835420697405903,"Flt3L_FOM1"
